EmployeeID,Department,MeetingDateTime,MeetingDuration,MeetingType,NumberOfParticipants,MessageCount,AfterHoursMeetings,ProductivityScore,ContextSwitchCount,BurnoutRiskIndex
1179,Tech,12-04-2025 10:55,72,All-Hands,4,55,Yes,89,1,0.612
1512,Finance,18-01-2025 07:24,54,Client,12,204,Yes,94,0,0.617
1406,HR,07-01-2025 20:27,20,All-Hands,9,146,Yes,65,7,0.578
1470,HR,20-08-2025 14:47,106,Client,2,58,No,97,8,0.368
1587,Ops,07-07-2025 03:46,27,All-Hands,12,44,No,74,9,0.175
1117,Ops,07-06-2025 00:08,114,01:01,12,165,No,56,4,0.391
1175,Finance,15-02-2025 00:09,59,All-Hands,11,248,No,80,9,0.337
1090,Ops,18-07-2025 01:36,24,01:01,12,180,Yes,79,6,0.592
1446,Finance,04-01-2025 08:21,45,All-Hands,3,99,Yes,51,13,0.682
1405,Sales,13-08-2025 15:57,91,Client,14,11,Yes,88,1,0.642
1341,Tech,31-01-2025 15:42,110,01:01,14,45,Yes,76,16,0.853
1543,Finance,02-01-2025 05:31,119,Team,2,103,No,80,1,0.349
1359,Tech,29-05-2025 11:09,74,Team,9,108,Yes,84,15,0.778
1149,Sales,23-01-2025 01:16,84,Team,4,157,Yes,56,9,0.763
1616,Tech,01-05-2025 14:04,119,01:01,3,62,Yes,77,14,0.862
1974,Ops,10-04-2025 07:07,108,All-Hands,6,220,No,71,3,0.388
1697,Finance,16-07-2025 06:37,34,Client,5,241,No,53,16,0.341
1154,Ops,07-01-2025 06:35,26,01:01,7,144,No,59,0,0.123
1452,Sales,07-05-2025 09:48,36,Client,11,119,Yes,67,17,0.708
1360,Finance,15-02-2025 11:31,28,01:01,14,203,No,85,2,0.171
1472,Ops,21-04-2025 14:45,66,01:01,14,203,Yes,56,10,0.746
1377,Sales,23-06-2025 10:57,47,01:01,7,110,Yes,64,18,0.742
1629,Finance,17-04-2025 10:05,89,All-Hands,11,214,No,75,1,0.318
1594,Finance,17-07-2025 05:03,60,01:01,3,28,No,53,16,0.321
1930,Finance,21-08-2025 02:49,113,Team,14,232,No,88,14,0.515
1619,Ops,28-01-2025 02:15,43,Team,14,74,Yes,81,1,0.547
1461,HR,15-04-2025 01:13,61,Client,5,21,Yes,60,2,0.581
1516,Tech,21-02-2025 00:50,95,01:01,13,183,Yes,77,14,0.851
1724,Ops,25-06-2025 05:24,94,All-Hands,6,186,Yes,69,5,0.759
1372,Sales,16-04-2025 19:45,33,Client,10,196,No,52,0,0.161
1418,Sales,07-05-2025 18:01,72,01:01,13,165,No,64,1,0.256
1067,Sales,06-06-2025 10:58,75,01:01,4,63,No,98,11,0.323
1290,Sales,14-03-2025 16:54,32,Team,13,207,No,76,7,0.233
1083,Finance,16-06-2025 22:08,74,Team,10,144,No,78,7,0.313
1317,Ops,05-02-2025 20:40,93,Team,12,173,Yes,99,19,0.892
1317,Finance,10-01-2025 20:34,85,All-Hands,4,92,No,93,2,0.269
1832,Tech,19-03-2025 03:11,34,01:01,10,221,No,63,6,0.233
1520,Sales,02-08-2025 04:36,31,01:01,13,83,No,85,8,0.191
1316,Tech,11-05-2025 06:40,52,Team,10,187,No,71,1,0.215
1970,Ops,27-06-2025 20:07,102,Team,9,138,Yes,62,16,0.87
1140,Tech,23-02-2025 00:56,86,01:01,6,17,No,79,17,0.392
1864,HR,01-01-2025 16:53,109,01:01,7,31,No,60,12,0.405
1897,Finance,11-03-2025 11:00,103,Team,2,101,No,90,7,0.368
1157,Tech,17-01-2025 22:26,25,Team,7,178,Yes,73,8,0.614
1738,Ops,21-07-2025 20:26,31,01:01,13,120,No,95,14,0.265
1373,Tech,20-01-2025 05:26,94,All-Hands,7,85,No,77,19,0.459
1770,Ops,20-02-2025 22:58,47,Team,11,167,Yes,81,17,0.754
1316,Ops,06-04-2025 21:27,111,Team,3,224,No,82,8,0.447
1694,Finance,13-08-2025 18:01,91,All-Hands,2,76,No,75,6,0.318
1787,Sales,29-04-2025 02:08,80,All-Hands,7,102,No,75,13,0.371
1989,Tech,10-04-2025 14:31,29,Team,3,105,Yes,93,16,0.675
1893,Sales,22-04-2025 04:45,118,01:01,12,60,No,52,5,0.369
1895,Sales,01-04-2025 16:38,23,01:01,7,72,Yes,88,8,0.566
1291,HR,02-01-2025 04:27,90,Team,9,71,No,99,19,0.443
1460,Finance,13-01-2025 05:39,76,Team,12,126,No,56,10,0.34
1093,Tech,03-05-2025 07:34,98,All-Hands,5,133,No,71,2,0.318
1952,HR,29-06-2025 09:56,55,All-Hands,13,105,Yes,63,10,0.679
1405,Finance,19-06-2025 02:14,96,Client,7,11,Yes,72,11,0.754
1395,HR,22-03-2025 03:46,27,Client,10,44,Yes,68,13,0.615
1028,Sales,16-08-2025 13:51,114,01:01,14,135,No,78,18,0.519
1810,Tech,07-04-2025 11:43,58,Team,3,197,Yes,67,18,0.804
1293,Ops,23-04-2025 21:16,36,Team,6,95,No,90,2,0.148
1459,Finance,29-05-2025 05:51,42,01:01,11,242,Yes,84,14,0.742
1019,Sales,25-03-2025 15:02,111,Team,8,75,Yes,98,19,0.897
1561,Finance,10-06-2025 09:50,51,All-Hands,5,219,Yes,93,19,0.805
1794,Sales,10-06-2025 16:26,74,Team,9,49,No,98,18,0.385
1124,HR,10-04-2025 08:46,110,Team,10,163,No,83,3,0.37
1654,Finance,10-08-2025 18:09,80,All-Hands,3,163,Yes,55,6,0.725
1113,Ops,11-03-2025 16:36,56,01:01,4,114,Yes,61,2,0.606
1735,Tech,07-03-2025 10:47,32,Client,9,20,No,64,0,0.088
1001,Finance,29-07-2025 17:29,113,Client,11,7,Yes,85,15,0.835
1584,Ops,15-07-2025 13:04,108,Team,8,41,Yes,93,13,0.816
1536,Sales,13-05-2025 05:18,92,01:01,3,118,Yes,86,4,0.717
1399,Ops,22-06-2025 15:16,52,01:01,14,40,No,96,13,0.276
1382,Sales,04-02-2025 03:40,117,01:01,10,83,No,51,6,0.386
1807,HR,14-05-2025 00:42,84,Client,2,122,Yes,74,1,0.669
1750,HR,20-05-2025 23:35,49,Client,6,4,Yes,50,7,0.594
1045,Sales,26-07-2025 18:15,90,Client,9,163,Yes,94,14,0.83
1850,Ops,29-05-2025 23:15,45,All-Hands,12,9,Yes,52,13,0.646
1830,Tech,15-07-2025 16:07,94,01:01,11,92,No,59,11,0.382
1037,Sales,26-07-2025 18:14,108,Team,10,0,Yes,54,19,0.86
1810,Tech,18-03-2025 06:57,22,01:01,12,203,No,50,19,0.326
1955,Sales,13-02-2025 02:40,42,All-Hands,10,106,No,86,14,0.287
1259,HR,18-08-2025 12:33,115,Team,13,164,No,98,16,0.513
1365,HR,26-03-2025 11:41,58,Client,9,155,No,96,14,0.347
1127,Sales,27-05-2025 14:30,20,All-Hands,13,188,No,69,17,0.295
1761,Ops,30-05-2025 16:59,92,All-Hands,3,200,No,86,19,0.5
1997,Tech,08-01-2025 23:30,40,All-Hands,14,0,No,84,5,0.15
1376,Finance,01-04-2025 19:14,115,Client,6,58,Yes,54,0,0.711
1744,Ops,16-05-2025 16:29,65,01:01,13,233,No,69,17,0.426
1616,Tech,31-01-2025 10:31,102,Client,12,42,No,83,17,0.442
1105,HR,22-01-2025 19:05,43,Client,10,38,No,80,14,0.263
1313,Ops,03-07-2025 10:42,57,All-Hands,3,150,Yes,93,5,0.653
1706,Ops,18-04-2025 08:50,98,Client,8,127,No,94,19,0.486
1043,Sales,13-07-2025 22:26,94,All-Hands,3,233,No,57,17,0.498
1654,HR,24-04-2025 18:51,99,01:01,2,246,No,57,5,0.396
1372,Finance,14-04-2025 04:11,19,Team,7,174,Yes,83,0,0.517
1146,Finance,03-05-2025 17:02,69,All-Hands,8,217,Yes,92,9,0.749
1129,HR,19-01-2025 08:42,44,Team,3,209,No,66,7,0.264
1370,Ops,20-07-2025 05:19,61,01:01,9,112,Yes,61,7,0.667
1695,Ops,26-07-2025 19:58,103,Client,5,32,No,50,18,0.45
1454,HR,08-08-2025 03:18,45,Team,6,47,No,54,8,0.211
1407,Sales,09-03-2025 00:01,104,Client,13,193,Yes,99,5,0.787
1983,HR,27-04-2025 19:04,77,01:01,10,160,Yes,90,15,0.806
1511,Finance,14-02-2025 21:11,27,All-Hands,10,244,Yes,62,8,0.645
1268,Sales,05-02-2025 02:43,89,All-Hands,5,97,Yes,87,13,0.791
1626,Sales,03-03-2025 10:56,18,All-Hands,7,18,Yes,55,1,0.462
1125,Tech,05-07-2025 06:44,96,01:01,14,232,No,72,18,0.513
1176,Ops,30-03-2025 13:08,89,01:01,2,87,No,56,14,0.397
1683,Sales,06-02-2025 13:47,79,01:01,13,249,No,56,14,0.437
1912,Sales,28-06-2025 14:55,35,Team,4,59,Yes,78,0,0.511
1812,Sales,05-06-2025 03:16,63,Team,2,34,Yes,93,5,0.621
1205,Tech,18-06-2025 03:12,104,Team,12,98,No,57,13,0.429
1026,Sales,09-08-2025 08:24,92,Client,11,193,No,95,8,0.387
1822,Finance,29-04-2025 17:20,17,Team,6,25,Yes,57,15,0.603
1067,Sales,03-08-2025 21:11,80,All-Hands,7,155,No,78,11,0.372
1538,Ops,01-08-2025 10:32,19,All-Hands,3,47,Yes,86,14,0.606
1128,Sales,18-06-2025 07:39,58,01:01,5,14,No,92,15,0.301
1477,Finance,26-07-2025 11:45,101,Client,7,45,Yes,99,11,0.781
1899,Finance,18-02-2025 18:39,57,Team,14,20,Yes,72,10,0.65
1443,Finance,09-07-2025 11:07,94,01:01,6,123,Yes,64,3,0.714
1530,Tech,04-03-2025 23:16,89,Client,4,14,Yes,53,12,0.748
1165,Sales,21-02-2025 01:00,100,Team,4,33,No,63,3,0.293
1970,Finance,27-05-2025 01:03,66,Client,12,156,Yes,96,2,0.647
1256,Tech,23-02-2025 21:31,22,Client,11,163,Yes,79,17,0.69
1640,Sales,22-06-2025 00:06,16,01:01,2,76,Yes,53,10,0.57
1606,Finance,25-06-2025 23:40,21,Team,13,73,Yes,88,12,0.602
1674,Finance,15-04-2025 07:29,45,Client,8,190,Yes,98,9,0.678
1845,HR,01-08-2025 23:19,75,01:01,11,183,Yes,85,19,0.851
1971,Finance,03-04-2025 12:31,82,Client,7,6,Yes,50,11,0.717
1785,Finance,03-02-2025 00:42,59,All-Hands,11,46,Yes,62,8,0.646
1509,Finance,29-06-2025 11:00,40,Client,10,14,No,59,9,0.196
1494,Tech,10-06-2025 16:40,86,All-Hands,9,207,No,98,4,0.338
1464,HR,30-06-2025 12:39,82,01:01,3,151,Yes,68,3,0.695
1450,Ops,04-02-2025 03:48,74,All-Hands,8,201,No,74,17,0.435
1208,Sales,06-07-2025 23:24,33,Team,5,201,No,82,17,0.333
1882,Sales,02-06-2025 16:05,83,Client,2,226,No,93,1,0.308
1133,Sales,19-01-2025 21:28,47,01:01,8,148,No,66,15,0.327
1247,Ops,26-05-2025 08:30,51,01:01,4,219,No,56,10,0.315
1460,Tech,09-04-2025 01:11,24,Team,10,77,Yes,62,1,0.501
1051,Sales,03-04-2025 22:42,78,All-Hands,4,6,No,70,17,0.367
1254,Tech,10-04-2025 22:35,81,Client,11,117,No,88,8,0.329
1194,Tech,18-07-2025 10:56,89,All-Hands,8,23,No,95,18,0.412
1510,Sales,18-02-2025 00:49,82,All-Hands,11,101,Yes,91,6,0.705
1092,Ops,24-07-2025 10:36,50,All-Hands,9,228,Yes,82,3,0.646
1220,Finance,18-02-2025 19:18,17,Client,10,135,Yes,82,5,0.546
1051,Sales,05-02-2025 23:45,55,All-Hands,8,195,No,62,16,0.376
1292,Finance,07-02-2025 03:20,74,01:01,3,187,Yes,54,11,0.77
1441,Tech,26-03-2025 04:27,41,Client,6,7,No,87,7,0.175
1782,Ops,14-04-2025 07:13,64,Client,4,245,Yes,93,2,0.678
1410,HR,13-05-2025 18:01,100,Team,7,129,No,72,11,0.412
1566,Sales,02-05-2025 23:55,16,01:01,7,208,No,84,1,0.133
1516,Ops,14-03-2025 06:00,101,Client,5,7,Yes,71,11,0.765
1131,HR,16-01-2025 18:30,72,All-Hands,5,196,No,62,14,0.398
1813,Sales,13-02-2025 11:31,69,Client,11,189,Yes,79,15,0.798
1203,Finance,19-07-2025 09:30,26,All-Hands,2,143,Yes,61,7,0.592
1046,HR,26-07-2025 00:56,98,Team,4,143,No,79,12,0.422
1823,Ops,30-03-2025 02:01,37,All-Hands,13,114,Yes,89,4,0.578
1620,Finance,24-03-2025 12:41,98,Team,9,247,No,93,0,0.344
1953,Finance,28-05-2025 14:39,44,Client,6,83,Yes,55,17,0.713
1402,Finance,14-01-2025 03:17,86,Client,8,31,No,82,15,0.377
1519,Finance,11-04-2025 03:54,90,All-Hands,7,243,No,83,13,0.452
1486,HR,07-02-2025 10:08,50,Client,2,150,No,99,12,0.305
1689,HR,29-03-2025 09:10,80,All-Hands,10,84,No,51,8,0.314
1815,HR,21-03-2025 02:01,79,All-Hands,12,66,No,72,3,0.254
1990,Finance,12-06-2025 00:27,96,Team,8,5,Yes,84,10,0.742
1597,Ops,09-05-2025 19:53,29,Team,7,59,No,86,19,0.286
1151,Tech,15-05-2025 00:24,26,01:01,2,41,Yes,87,17,0.651
1195,HR,04-02-2025 04:06,59,All-Hands,4,157,No,73,9,0.3
1428,Tech,20-03-2025 19:19,44,All-Hands,7,66,Yes,65,6,0.596
1420,Finance,09-01-2025 15:55,66,All-Hands,10,142,Yes,70,2,0.642
1722,Tech,02-06-2025 09:59,80,Team,12,129,No,84,17,0.422
1678,Ops,07-08-2025 10:57,92,All-Hands,5,209,No,59,1,0.324
1979,Tech,23-05-2025 17:31,39,All-Hands,14,53,No,82,3,0.149
1559,Sales,17-04-2025 07:12,109,Client,2,109,No,65,13,0.446
1196,Tech,14-02-2025 15:23,66,Client,4,226,No,90,5,0.305
1230,Sales,04-08-2025 23:12,39,Client,14,116,Yes,83,7,0.614
1706,Ops,26-05-2025 13:05,35,Client,3,195,No,74,14,0.305
1357,Finance,01-07-2025 09:27,82,Client,14,187,No,61,12,0.4
1124,Finance,01-08-2025 16:16,45,All-Hands,5,145,No,78,5,0.22
1838,Sales,20-01-2025 17:23,46,Team,14,42,No,51,18,0.312
1043,Sales,19-02-2025 11:49,45,01:01,4,4,No,68,1,0.124
1946,Ops,12-08-2025 07:33,24,Client,10,129,No,60,17,0.282
1219,Tech,25-04-2025 05:04,45,Client,9,206,No,58,18,0.375
1140,HR,11-04-2025 19:42,23,Team,4,148,Yes,58,13,0.647
1051,Finance,21-08-2025 04:32,21,Team,13,96,Yes,53,3,0.521
1053,HR,20-02-2025 23:36,117,All-Hands,9,16,No,86,6,0.359
1734,Ops,24-07-2025 22:47,66,01:01,14,51,Yes,85,5,0.635
1005,Finance,09-06-2025 18:55,117,Team,3,62,No,86,19,0.507
1668,Ops,04-01-2025 13:51,77,All-Hands,14,226,Yes,56,13,0.813
1774,Sales,20-04-2025 00:19,85,Client,6,85,No,54,1,0.257
1661,HR,06-07-2025 04:00,76,01:01,12,148,Yes,87,14,0.789
1547,HR,22-08-2025 11:11,35,Team,11,214,No,88,4,0.213
1903,Tech,31-03-2025 03:32,79,01:01,14,212,No,75,17,0.452
1806,Ops,07-02-2025 00:01,99,Team,6,81,No,86,12,0.4
1897,HR,04-03-2025 00:45,46,01:01,5,208,No,84,16,0.358
1581,Finance,13-03-2025 08:27,74,01:01,12,190,No,70,19,0.451
1291,Ops,20-08-2025 00:02,69,All-Hands,6,25,Yes,53,1,0.593
1871,Finance,03-08-2025 03:10,66,All-Hands,13,81,No,89,2,0.217
1197,HR,08-07-2025 06:30,119,Client,14,179,Yes,78,5,0.819
1748,Ops,08-06-2025 21:50,56,Client,6,41,Yes,62,16,0.716
1014,Sales,19-08-2025 18:48,119,Client,2,119,Yes,58,8,0.825
1179,Finance,06-02-2025 02:16,15,All-Hands,3,59,No,97,0,0.061
1527,Sales,24-02-2025 11:01,24,01:01,3,57,No,89,10,0.183
1685,HR,04-03-2025 07:10,48,Team,9,186,Yes,71,7,0.664
1488,Sales,18-03-2025 19:55,63,Team,2,187,Yes,72,12,0.752
1267,Ops,27-06-2025 10:10,97,Team,6,159,No,93,0,0.306
1771,Sales,19-04-2025 08:25,101,Client,6,7,No,62,7,0.325
1596,Finance,12-03-2025 00:53,101,01:01,12,128,No,94,18,0.484
1669,Sales,27-01-2025 10:10,38,Team,4,151,Yes,66,4,0.595
1683,HR,17-03-2025 09:13,34,All-Hands,6,231,No,80,13,0.307
1163,Ops,10-03-2025 13:57,114,Client,12,179,Yes,64,18,0.937
1654,Sales,14-07-2025 19:08,21,Client,4,27,Yes,92,4,0.503
1224,Tech,06-06-2025 00:25,19,All-Hands,7,95,Yes,57,9,0.576
1465,Finance,18-07-2025 09:33,52,Client,13,80,No,80,7,0.232
1718,Finance,29-01-2025 16:27,118,All-Hands,10,72,Yes,51,14,0.864
1780,Tech,27-04-2025 12:37,64,01:01,4,48,No,85,3,0.209
1540,Sales,09-06-2025 12:03,92,01:01,10,168,Yes,74,17,0.867
1063,Finance,09-02-2025 12:47,24,Team,6,163,Yes,61,7,0.595
1168,Sales,07-08-2025 18:59,16,All-Hands,7,12,Yes,81,15,0.595
1696,Tech,27-02-2025 08:49,46,All-Hands,13,225,Yes,60,9,0.695
1920,Finance,09-07-2025 00:36,29,All-Hands,2,167,Yes,67,8,0.619
1464,Tech,14-05-2025 12:46,39,All-Hands,9,58,No,63,17,0.291
1577,HR,23-06-2025 12:24,36,All-Hands,5,157,No,69,11,0.263
1740,HR,15-05-2025 07:53,46,All-Hands,4,173,No,98,2,0.204
1836,HR,27-04-2025 04:18,46,Team,8,38,Yes,98,11,0.64
1046,Ops,27-07-2025 07:25,119,Client,3,148,Yes,62,7,0.827
1554,HR,30-03-2025 15:20,60,01:01,9,237,No,56,11,0.355
1032,Sales,19-06-2025 02:37,110,All-Hands,12,85,Yes,71,10,0.809
1787,Tech,25-05-2025 17:32,103,All-Hands,7,91,No,78,12,0.414
1912,Ops,31-01-2025 20:31,96,All-Hands,3,28,No,70,14,0.391
1384,HR,08-01-2025 11:30,66,Team,12,49,No,80,14,0.325
1121,Tech,01-05-2025 07:48,37,All-Hands,9,43,Yes,62,10,0.61
1745,Tech,08-01-2025 02:43,51,01:01,14,96,Yes,52,18,0.746
1305,Ops,05-01-2025 04:20,37,All-Hands,14,29,No,88,11,0.214
1843,Tech,05-02-2025 06:51,39,Team,6,110,No,57,9,0.232
1354,Tech,24-01-2025 12:04,72,Client,9,128,Yes,93,4,0.671
1959,HR,25-06-2025 05:31,17,01:01,2,131,No,89,2,0.115
1629,HR,07-05-2025 15:53,110,Team,11,97,Yes,92,9,0.804
1068,HR,07-04-2025 18:00,35,01:01,8,218,No,76,1,0.185
1612,HR,03-04-2025 02:22,55,Team,14,136,Yes,85,9,0.682
1411,Ops,09-03-2025 07:16,104,Team,11,53,Yes,61,16,0.841
1772,HR,13-05-2025 18:01,92,Team,10,161,No,69,10,0.394
1239,Finance,07-07-2025 03:01,30,Client,4,222,No,55,18,0.344
1242,Sales,05-07-2025 14:03,115,Team,11,131,Yes,96,3,0.77
1423,Sales,05-04-2025 22:06,34,Client,11,23,Yes,84,4,0.534
1570,Finance,08-04-2025 14:15,116,Team,6,53,No,89,6,0.371
1569,Ops,05-08-2025 08:13,35,01:01,11,37,No,95,3,0.132
1964,Ops,29-05-2025 21:57,74,Client,10,172,No,69,16,0.414
1418,Tech,05-05-2025 23:33,85,Client,5,220,No,63,2,0.321
1188,Finance,23-03-2025 03:16,102,All-Hands,6,79,Yes,53,1,0.697
1869,Tech,23-04-2025 04:03,44,Client,3,146,Yes,80,18,0.748
1825,Ops,29-04-2025 17:34,63,01:01,4,149,No,73,12,0.337
1991,Ops,12-07-2025 03:29,90,Team,11,229,No,80,3,0.347
1248,Sales,06-03-2025 12:33,78,Team,4,175,No,94,3,0.295
1662,HR,24-01-2025 01:10,108,All-Hands,8,112,No,82,17,0.485
1094,Finance,14-02-2025 02:45,77,Team,5,112,Yes,77,14,0.777
1274,Ops,13-08-2025 21:35,89,01:01,10,117,Yes,94,0,0.669
1192,Finance,27-06-2025 01:42,31,Team,7,3,No,69,15,0.229
1213,Sales,09-02-2025 07:14,61,Client,12,142,Yes,55,14,0.749
1216,Tech,05-06-2025 10:06,92,01:01,13,74,No,88,8,0.34
1936,Tech,13-03-2025 10:08,104,Team,6,248,No,59,17,0.529
1937,Tech,23-02-2025 12:42,17,Client,14,106,No,98,12,0.205
1389,Ops,18-04-2025 09:04,84,Client,2,108,No,68,9,0.343
1267,Sales,09-02-2025 07:57,49,All-Hands,11,242,No,54,4,0.259
1100,Ops,06-01-2025 02:44,98,Client,2,148,Yes,59,4,0.744
1379,Sales,06-01-2025 04:31,114,All-Hands,7,89,Yes,53,6,0.781
1576,Tech,09-08-2025 15:29,53,Team,3,162,Yes,50,3,0.627
1267,Finance,12-05-2025 02:45,84,All-Hands,10,181,No,95,11,0.392
1156,Tech,06-08-2025 16:55,74,Client,10,30,Yes,69,3,0.627
1388,Finance,15-06-2025 12:43,99,Team,9,107,No,91,6,0.35
1563,Sales,10-06-2025 17:39,49,Client,8,219,No,63,9,0.3
1989,Ops,06-06-2025 21:43,94,All-Hands,7,222,Yes,91,12,0.844
1750,Sales,24-05-2025 21:27,84,Team,13,72,Yes,94,3,0.669
1737,Finance,11-05-2025 10:03,70,All-Hands,12,83,Yes,67,10,0.708
1938,Finance,09-06-2025 05:20,71,01:01,6,195,Yes,99,0,0.655
1859,HR,21-01-2025 22:47,105,01:01,8,69,Yes,64,17,0.86
1422,Tech,03-03-2025 08:28,46,Team,9,202,Yes,69,14,0.736
1724,Tech,14-07-2025 19:44,62,01:01,8,148,Yes,91,11,0.724
1517,Ops,05-07-2025 23:14,28,Client,10,164,Yes,70,17,0.706
1632,Finance,30-04-2025 05:14,83,All-Hands,4,86,No,75,4,0.282
1016,HR,20-01-2025 19:11,102,All-Hands,2,146,Yes,74,11,0.823
1017,Finance,07-05-2025 04:55,75,Client,10,160,No,99,3,0.281
1017,Finance,23-04-2025 02:34,85,All-Hands,7,246,Yes,82,16,0.871
1109,HR,29-04-2025 08:12,38,Team,14,60,Yes,83,10,0.619
1196,Finance,06-06-2025 15:55,55,Client,8,85,No,98,16,0.332
1273,Ops,16-03-2025 10:22,112,01:01,7,237,No,55,1,0.385
1982,Ops,17-01-2025 06:01,79,All-Hands,11,84,Yes,54,1,0.641
1713,Tech,20-08-2025 01:47,36,Client,10,65,Yes,59,1,0.526
1669,HR,20-06-2025 01:44,30,01:01,4,124,No,88,11,0.235
1388,Ops,19-02-2025 07:13,102,All-Hands,9,37,Yes,59,2,0.69
1652,HR,18-04-2025 17:55,78,Team,4,62,Yes,98,6,0.68
1511,Ops,10-02-2025 17:43,35,Client,5,153,Yes,53,13,0.679
1916,Finance,24-02-2025 10:28,100,01:01,9,231,Yes,70,14,0.882
1216,Finance,06-02-2025 15:53,100,All-Hands,5,91,No,63,8,0.366
1047,HR,22-02-2025 09:32,54,Client,11,27,Yes,75,16,0.706
1183,Sales,05-03-2025 00:16,77,01:01,3,152,Yes,52,7,0.723
1601,Tech,26-06-2025 08:34,58,All-Hands,2,41,Yes,84,5,0.611
1306,Tech,11-04-2025 22:59,53,Team,5,22,No,74,17,0.311
1693,Finance,10-02-2025 19:25,57,Client,4,196,No,60,11,0.331
1773,Tech,31-01-2025 18:32,88,01:01,9,151,No,77,8,0.36
1054,HR,08-03-2025 02:21,50,All-Hands,6,84,Yes,57,8,0.639
1858,HR,07-05-2025 22:38,61,Client,9,209,No,91,19,0.426
1992,Sales,23-07-2025 05:50,84,01:01,13,129,No,56,15,0.412
1802,Ops,06-07-2025 18:39,17,All-Hands,14,2,Yes,76,17,0.613
1364,Finance,30-04-2025 12:24,54,All-Hands,7,160,No,77,0,0.199
1190,Finance,25-03-2025 10:42,22,All-Hands,6,159,Yes,97,10,0.619
1790,Finance,13-06-2025 09:16,115,Client,5,221,Yes,55,13,0.906
1730,HR,26-01-2025 05:18,33,01:01,10,11,No,60,13,0.217
1157,Ops,02-05-2025 03:33,30,Team,2,62,No,94,12,0.22
1324,Sales,01-08-2025 06:27,48,01:01,5,155,Yes,87,4,0.622
1005,Sales,16-06-2025 05:52,39,All-Hands,4,96,No,53,19,0.326
1779,Sales,04-08-2025 08:36,48,01:01,11,125,Yes,54,2,0.59
1089,Tech,15-08-2025 15:16,75,All-Hands,13,220,No,58,19,0.466
1570,Finance,15-03-2025 00:40,116,All-Hands,3,133,Yes,68,11,0.853
1026,HR,26-07-2025 00:25,25,Client,3,174,Yes,93,11,0.642
1611,Finance,24-05-2025 05:51,87,Client,6,215,No,83,2,0.324
1012,Sales,23-04-2025 17:22,90,All-Hands,13,29,No,75,15,0.387
1797,HR,13-04-2025 08:57,35,Team,13,247,Yes,75,0,0.586
1701,Ops,11-01-2025 14:07,99,Team,4,179,Yes,83,8,0.799
1275,Sales,06-03-2025 05:52,65,Client,3,57,No,60,15,0.335
1149,HR,20-01-2025 10:08,36,Team,2,68,No,93,10,0.217
1282,Ops,02-08-2025 03:43,108,Client,12,162,No,82,19,0.525
1801,HR,22-03-2025 02:42,30,Client,3,65,No,84,7,0.171
1966,Tech,26-01-2025 13:37,42,All-Hands,8,197,Yes,58,19,0.774
1468,HR,09-06-2025 14:48,15,Team,9,246,No,72,2,0.156
1006,Ops,02-03-2025 04:32,18,Client,11,152,No,96,5,0.156
1823,Sales,23-05-2025 01:56,29,All-Hands,6,226,No,95,19,0.353
1440,Finance,03-07-2025 01:32,28,Team,5,203,No,66,6,0.211
1328,Finance,25-01-2025 14:06,23,Team,4,76,No,64,17,0.258
1321,Tech,19-08-2025 05:32,111,All-Hands,7,218,No,72,1,0.375
1298,Ops,21-07-2025 09:35,60,Team,7,141,No,85,7,0.276
1385,Sales,01-01-2025 01:46,76,All-Hands,4,146,No,79,13,0.378
1116,Finance,12-01-2025 12:26,98,Team,2,24,Yes,89,13,0.785
1698,Finance,07-03-2025 16:10,40,01:01,7,214,No,71,15,0.336
1965,Tech,12-01-2025 13:55,97,All-Hands,4,130,No,91,18,0.474
1851,HR,22-02-2025 03:09,87,All-Hands,13,211,No,94,6,0.362
1142,Sales,07-05-2025 03:43,92,Team,10,123,No,68,14,0.419
1674,Tech,11-02-2025 13:22,28,All-Hands,9,165,No,85,7,0.206
1075,Ops,17-06-2025 02:16,95,All-Hands,10,63,No,82,19,0.453
1547,Finance,11-05-2025 06:24,103,All-Hands,12,52,Yes,84,8,0.758
1809,Sales,30-05-2025 06:59,73,01:01,10,195,Yes,53,7,0.73
1787,Tech,16-03-2025 00:13,16,Client,10,124,Yes,95,8,0.57
1662,Finance,09-06-2025 12:42,69,01:01,14,61,No,98,15,0.347
1990,Sales,26-02-2025 22:28,44,All-Hands,13,34,Yes,60,13,0.654
1010,HR,20-01-2025 22:54,64,Client,6,148,Yes,54,15,0.769
1522,Finance,02-01-2025 22:22,34,Team,6,194,No,93,0,0.163
1383,Ops,09-05-2025 22:04,87,All-Hands,14,136,Yes,53,2,0.692
1353,HR,04-03-2025 10:09,95,All-Hands,3,215,Yes,81,0,0.723
1302,Ops,23-05-2025 04:25,22,01:01,14,86,Yes,96,7,0.559
1851,Tech,05-05-2025 05:41,90,Client,7,75,No,95,14,0.395
1351,Ops,09-06-2025 09:45,29,Team,10,146,No,75,19,0.321
1356,Ops,10-03-2025 21:36,107,01:01,7,231,No,70,18,0.54
1739,Ops,22-03-2025 03:03,52,Client,5,248,Yes,78,18,0.809
1307,HR,06-08-2025 18:14,18,01:01,8,198,Yes,77,3,0.554
1869,Sales,13-03-2025 16:37,36,01:01,13,172,Yes,52,11,0.669
1952,Tech,22-04-2025 20:17,80,Team,9,161,Yes,76,8,0.744
1338,Finance,10-01-2025 12:05,15,All-Hands,9,86,No,87,5,0.122
